date,registration,fatalities,summary,all_aboard,cat,location,Country,Cleaned Country
1996-07-17,n93119,230,"While on a flight from New York to Paris, France, the aircraft exploded at  FL 130, broke up and crashed into the Atlantic Ocean off Long Island, N.Y. The NTSB determined that the probable cause of the accident was an explosion of the center wing fuel tank resulting from ignition of the flammable fuel/air mixture in the tank. The source of ignition energy for the explosion could not be determined with certainty but, of the sources evaluated by the investigation, the most likely was a short circuit outside of the center wing tank that allowed excessive voltage to enter it through electrical wiring associated with the fuel quantity indication system.  To say that numerous government agencies acted strangely and suspiciously would be an understatement.  A great deal of evidence was either suppressed or ignored. Rumors persist that the plane was brought down by a missile, either by the Navy conducting exercises in the area or by terrorists.",230,A1,"near East Moriches, NY",NY,United States of America
1996-07-20,n313rs,4,"Soon after takeoff, the No. 3 engine caught fire in the cargo plane. The pilot tried to return to the airport for an emergency landing but the right wing seperated and the plane crashed. Fatigue failure of the master connecting rod, which originated from corrosion pitting, subsequently compromised the engine crankcase, and resulted in a fire; and failure of the flight crew to follow emergency procedures by pulling the fire handle before feathering the propeller, which diminished the effectiveness of the fire suppression system.",4,A1,"Russian Mission,...",...,...
1996-07-24,xyaet,8,"A straight-in visual approach to Mergui was being attempted when the aircraft entered a squall line of heavy rain. The aircraft then started to lose height quickly, undershot the runway by 800ft. And crashed into a ravine.",49,A1,Myeik Airport (MGZ),Myeik Airport (MGZ),Myeik Airport (MGZ)
1996-08-12,cgndn,2,"After touching down, the cargo plane bounced twice and continued to the end of the runway, became airborne but crashed terrain. For unknown reasons, a decision was made to overshoot even though insufficient runway remained for acceleration, take-off, and climb. Likely contributing directly to the decision to overshoot was the difficulty in controlling the aircraft on touchdown.",2,A1,"Markham Bay, NU",NU,NU
1996-08-14,cfgni,1,"After taking off the  No. 2 engine of the cargo plane caught on fire. The pilot tried to land the plane in a river bed. The number 2 engine separated from the aircraft as a result of an intense fire in the wing. The loss of the engine rendered the aircraft uncontrollable, and the pilots were forced to land in the river.",3,A1,near Bronson Creek Ai...,near Bronson Creek Ai...,near Bronson Creek Ai...
1996-08-17,741662,9,The plane struck a mountain. Failure of the crew to monitor the aircraft's position and flight path relative to high terrain surrounding Jackson Hole Airport.,9,A1,"near Jackson Hole, WY",WY,United States of America
1996-08-18,cgcmy,3,"While en route, flew into the side of a mountain. The pilot probably made a navigational error because of restricted visibility in fog and light drizzle and entered the wrong valley, and he delayed his decision to reverse course until he was unable to avoid the weather.",3,A1,"near Alliford Bay, BC",BC,BC
1996-08-29,ra85621,141,"The aircraft crashed 7 nm short of the runway into Operafjellet Mountain at an altitude of 2,900 ft. while attempting to land in poor weather. The crew did not use the usual approach which includes a turn over the ocean, but rather took a route that led through a narrow valley. Inadequate planning, unsatisfactory crew resource management and monitoring, not discontinuing the approach when procedural uncertainties existed and limited knowledge of the operating language and the actual airspace. The passengers were mainly Russian coal miners headed for a Russian mine on one of the Norwegian islands.",141,A1,near Svalbard-Longyea...,near Svalbard-Longyea...,near Svalbard-Longyea...
1996-09-25,phdda,32,"Shortly after takeoff from Texel, a connecting rod bearing in the No.1 engine failed. The prop was feathered.  Soon after, a part of the feathering mechanism failed and the prop started windmilling causing drag. The aircraft rapidly descended and crashed onto a mud-flat. The accident was initiated by a combined failure of the left engine and the left feathering system. The accident became inevitable when the flight crew allowed the speed to decrease below stall speed and lost control of the aircraft at an altitude from which recovery was not possible.",32,A1,near Den Oever,near Den Oever,near Den Oever
1996-10-02,n52aw,70,"The aircraft crashed into the ocean 28 minutes after taking off from Lima, Peru. Pieces of adhesive tape were found covering the static ports, placed there by personnel during aircraft maintenance and cleaning, causing the malfunction of the airspeed indicators and altimeters. The crew was not able to correctly determine their altitude and airspeed and with no ground reference over water and at night, crashed into the sea. An employee did not remove the adhesive tape from the static ports, nor was it detected by any number of people, including the captain, during the preflight inspection. A maintenance worker was tried and convicted of negligent homicide for failing to remove the adhesive tape and received 2 years in jail.",70,A1,"near Lima, Peru",Peru,Peru
1996-11-14,ra40309,14,Lost altitude and crashed while en route in poor weather. Stall of the left wing due to icing.,15,A1,Most Pyssa,Most Pyssa,Most Pyssa
1996-11-22,6414856,10,"Crashed 60 miles west of Cape Mendocino in the Pacific Ocean. The crew reported losing an engine, followed by complete electrical failure.",11,A1,"near Cape Mendocino, ...",...,...
1996-11-30,hk2602,14,The aircraft crashed into a mountain 5 minutes after takeoff. The plane stalled while trying to clear a mountain.  Overloaded.,15,A1,near MedellÃ­n-Enriqu...,near MedellÃ­n-Enriqu...,near MedellÃ­n-Enriqu...
1996-12-09,n75142,2,"Shortly after takeoff  the crew reported they had the right engine on fire. They attempted to return for an emergency landing but the cargo plane crashed right wing low, cartwheeled and burst into flames short of the runway. A fire within the right engine compartment of undetermined cause and the pilot-in-command's failure to maintain airspeed above the aircraft's minimum control speed. A factor contributing to the accident was the dark night environmental conditions",2,A1,Boise Air Termin...,Boise Air Termin...,Boise Air Termin...
1996-12-21,hk4008x,4,The cargo plane crashed short of the runway while attempting to land.,4,A1,near Rionegro/MedellÃ...,near Rionegro/MedellÃ...,near Rionegro/MedellÃ...
1996-12-22,n827ax,6,"The cargo plane struck mountainous terrain after experiencing a stall during tests. The inappropriate control inputs applied by the flying pilot during a stall recovery attempt, the failure of the non-flying pilot-in-command to recognize, address and correct these inappropriate control inputs, and the failure of Airborne Express to establish a formal, functional evaluation flight program that included adequate program guidelines, requirements and pilot training for performance of these flights. Contributing to the cause of the accident were the inoperative stick shaker stall warning system and Airborne Express DC-8 flight training simulator's inadequate fidelity in reproducing the airplane's stall characteristics.",6,A1,"near Narrows, VA",VA,VA
1996-12-24,n388ls,2,"The cargo plane was on a positioning flight when it struck rising terrain while making an approach to land. The captain's failure to maintain situational awareness, which resulted in the airplane being outside the confines of the instrument approach; and the crew's misinterpretation of a step-down fix passage, which resulted in an early descent into rising terrain. Factors included the captain's misreading of the instrument approach procedure, the crew's rushed and incomplete instrument approach briefing, their failure to use additional, available navigational aids, and their failure to account for the winds at altitude.",2,A1,"near Dorchester, NH",NH,NH
1996-12-24,h1032,22,Crashed while en route after the pilot reported an engine fire. Undetected cracks in the engine not detected during routine maintenance.,22,A1,Dubagunta,Dubagunta,Dubagunta
1997-01-07,5wfau,3,Crashed onto a mountin in high winds and rain after being diverted from another airport.,5,A1,near Apia-Fagali'i Ai...,near Apia-Fagali'i Ai...,near Apia-Fagali'i Ai...
1997-01-09,n265ca,29,"While on approach and attempting to land on runway 3R at Detroit Metropolitan Wayne County Airport, in a snowstorm, the aircraft went into a steep dive and crashed into a field. The accident was caused by the FAA's failure to establish adequate aircraft certification standards for flight in icing conditions.  Contributing to the accident were the flightcrew's decision to operate in icing conditions near the lower margin of the operating airspeed envelope (with flaps retracted), and Comair's failure to establish and adequately disseminate unambiguous minimum airspeed values for flap configurations and for flight in icing conditions. In addition, Embraer's manual for the aircraft specified correctly that the deicing boots should be activated as soon as icing occured.  But the pilots were trained by Comair's manual, which specified waiting until ice was about 1/2 inch thick.",29,A1,"near Monroe, MI",MI,MI
1997-01-29,n702sc,1,"While en rote the plane experienced engine trouble. The crew decided to divert to Sparrevohn. While attempting to land the plane encountered strong turbulence from surrounding mountains. Although full power was applied to the good engine the plane crashed into terrain. Loss of the right engine propeller control oil, which led to an overspeed of the right engine and propeller, and necessitated a shut-down of the right engine; and failure of the pilot to maintain adequate altitude/distance from terrain during visual approach for a precautionary landing at an alternate airport. Factors relating to the accident were: fluctuation of the left engine power, premature lowering of the airplane flaps, and an encounter with adverse weather conditions (including high winds, severe turbulence, and white-out conditions) during the approach.",2,A1,near Sparrevohn Airpo...,near Sparrevohn Airpo...,near Sparrevohn Airpo...
